"","date","returns","symbol"
"506",2019-12-01,-0.0548387096774193,"e1vfvn30"
"507",2020-01-01,0.00887372013651877,"e1vfvn30"
"508",2020-02-01,-0.0548037889039241,"e1vfvn30"
"509",2020-03-01,0.00143163922691469,"e1vfvn30"
"510",2020-04-01,-0.258041458184417,"e1vfvn30"
"511",2020-05-01,0.146435452793834,"e1vfvn30"
"512",2020-06-01,0.150420168067227,"e1vfvn30"
"513",2020-07-01,-0.0284879474068662,"e1vfvn30"
"514",2020-08-01,-0.0511278195488722,"e1vfvn30"
"515",2020-09-01,0.107765451664025,"e1vfvn30"
"516",2020-10-01,0.0407725321888412,"e1vfvn30"
"517",2020-11-01,0.0281786941580755,"e1vfvn30"
"518",2020-12-01,0.0909090909090908,"e1vfvn30"
"519",2021-01-01,0.123161764705882,"e1vfvn30"
"520",2021-02-01,-0.0327332242225858,"e1vfvn30"
"521",2021-03-01,0.129723632261703,"e1vfvn30"
"522",2021-04-01,0.0284573140289566,"e1vfvn30"
"523",2021-05-01,0.0776699029126213,"e1vfvn30"
"524",2021-06-01,0.124774774774775,"e1vfvn30"
"525",2021-07-01,0.0368442130556668,"e1vfvn30"
"526",2014-03-01,0,"enf"
"527",2014-04-01,-0.000299940011997624,"enf"
"528",2014-05-01,-0.0203020302030203,"enf"
"529",2014-06-01,-0.0190894242547979,"enf"
"530",2014-07-01,0.0439171609949005,"enf"
"531",2014-08-01,0.022330774598744,"enf"
"532",2014-09-01,0.0472940029254023,"enf"
"533",2014-10-01,0.0329608938547485,"enf"
